GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,NAME_M,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011
G2601630512300,2013-2017,,,Michigan,26,Wayne County,163,,,512300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5123, Wayne County, Michigan",537,120,417,310,15,0,0,9,0,9,277,417,12,37,35,15,61,47,4,27,140,39,"Census Tract 5123, Wayne County, Michigan",57,55,60,55,18,10,10,13,10,15,53,60,11,25,27,12,30,32,7,25,52,30
G2601630512400,2013-2017,,,Michigan,26,Wayne County,163,,,512400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5124, Wayne County, Michigan",487,282,205,338,14,0,0,19,2,0,303,205,0,7,27,4,0,0,6,20,84,57,"Census Tract 5124, Wayne County, Michigan",63,57,54,60,16,10,10,21,7,10,62,54,10,10,30,6,10,10,9,17,44,33
G2601630512600,2013-2017,,,Michigan,26,Wayne County,163,,,512600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5126, Wayne County, Michigan",517,267,250,477,47,12,0,0,0,0,418,250,10,10,0,0,0,8,21,45,111,45,"Census Tract 5126, Wayne County, Michigan",86,65,88,85,39,18,10,10,10,10,84,88,15,17,10,10,10,12,30,38,50,45
G2601630512900,2013-2017,,,Michigan,26,Wayne County,163,,,512900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5129, Wayne County, Michigan",540,178,362,459,49,41,0,0,0,0,369,362,34,5,13,29,23,21,5,7,123,102,"Census Tract 5129, Wayne County, Michigan",94,56,93,86,37,42,10,10,10,10,69,93,41,8,20,25,25,20,7,12,56,56
G2601630513200,2013-2017,,,Michigan,26,Wayne County,163,,,513200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5132, Wayne County, Michigan",675,314,361,362,11,13,0,12,0,0,326,361,6,38,36,21,30,12,6,13,142,57,"Census Tract 5132, Wayne County, Michigan",78,55,79,78,17,21,10,19,10,10,75,79,8,32,33,25,27,14,9,14,55,34
G2601630513300,2013-2017,,,Michigan,26,Wayne County,163,,,513300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5133, Wayne County, Michigan",1013,611,402,243,25,0,0,13,12,0,193,402,29,24,41,52,20,33,40,32,115,16,"Census Tract 5133, Wayne County, Michigan",78,80,84,66,28,10,10,21,19,10,65,84,29,21,32,46,27,34,32,21,48,16
G2601630513600,2013-2017,,,Michigan,26,Wayne County,163,,,513600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5136, Wayne County, Michigan",441,152,289,449,10,0,0,0,0,0,439,289,51,5,9,23,18,9,17,22,105,30,"Census Tract 5136, Wayne County, Michigan",67,46,67,67,15,10,10,10,10,10,70,67,37,7,13,20,20,10,19,24,58,26
G2601630513700,2013-2017,,,Michigan,26,Wayne County,163,,,513700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5137, Wayne County, Michigan",1456,608,848,408,18,0,17,21,6,0,346,848,9,54,39,21,73,60,108,48,308,128,"Census Tract 5137, Wayne County, Michigan",134,132,144,101,29,10,28,34,9,10,95,144,14,50,44,35,55,48,70,37,129,70
G2601630513900,2013-2017,,,Michigan,26,Wayne County,163,,,513900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5139, Wayne County, Michigan",714,348,366,565,0,0,0,0,0,0,565,366,0,5,28,20,58,7,15,17,184,32,"Census Tract 5139, Wayne County, Michigan",88,69,98,91,10,10,10,10,10,10,91,98,10,8,32,30,46,14,25,20,72,35
G2601630514100,2013-2017,,,Michigan,26,Wayne County,163,,,514100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5141, Wayne County, Michigan",915,488,427,905,9,0,0,0,0,0,896,427,0,37,0,43,10,0,11,14,142,170,"Census Tract 5141, Wayne County, Michigan",123,106,106,123,16,10,10,10,10,10,124,106,10,46,10,44,19,10,17,23,64,82
G2601630514200,2013-2017,,,Michigan,26,Wayne County,163,,,514200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5142, Wayne County, Michigan",1057,337,720,410,0,0,0,0,0,0,410,720,16,104,38,79,84,39,35,32,208,85,"Census Tract 5142, Wayne County, Michigan",122,93,134,110,10,10,10,10,10,10,110,134,24,58,43,47,68,43,35,34,87,64
G2601630514300,2013-2017,,,Michigan,26,Wayne County,163,,,514300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5143, Wayne County, Michigan",1070,464,606,393,0,0,0,0,0,0,393,606,0,0,49,43,88,76,32,57,130,131,"Census Tract 5143, Wayne County, Michigan",115,104,137,100,10,10,10,10,10,10,100,137,10,10,44,42,50,45,37,49,74,83
G2601630514500,2013-2017,,,Michigan,26,Wayne County,163,,,514500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5145, Wayne County, Michigan",464,182,282,228,0,0,0,12,0,0,216,282,11,5,39,19,4,36,19,13,116,20,"Census Tract 5145, Wayne County, Michigan",64,52,52,52,10,10,10,19,10,10,53,52,17,7,23,26,6,29,20,21,49,20
G2601630515200,2013-2017,,,Michigan,26,Wayne County,163,,,515200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5152, Wayne County, Michigan",590,331,259,350,0,0,0,0,0,0,350,259,0,17,64,36,0,5,8,6,29,94,"Census Tract 5152, Wayne County, Michigan",86,90,116,82,10,10,10,10,10,10,82,116,10,25,85,33,10,9,11,9,19,68
G2601630515300,2013-2017,,,Michigan,26,Wayne County,163,,,515300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5153, Wayne County, Michigan",1773,289,1484,507,94,15,0,30,15,0,353,1484,98,122,157,110,277,126,114,78,322,80,"Census Tract 5153, Wayne County, Michigan",116,88,126,99,57,24,10,34,25,10,97,126,55,65,62,60,79,64,62,53,87,46
G2601630515400,2013-2017,,,Michigan,26,Wayne County,163,,,515400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5154, Wayne County, Michigan",665,393,272,205,16,0,0,0,0,0,189,272,0,28,30,57,14,36,11,14,56,26,"Census Tract 5154, Wayne County, Michigan",73,57,73,61,25,10,10,10,10,10,63,73,10,21,28,45,23,39,14,22,37,30
G2601630515600,2013-2017,,,Michigan,26,Wayne County,163,,,515600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5156, Wayne County, Michigan",610,154,456,275,18,0,0,0,0,0,257,456,11,10,82,61,46,26,15,64,105,36,"Census Tract 5156, Wayne County, Michigan",73,41,78,55,21,10,10,10,10,10,58,78,12,15,42,37,32,22,19,38,44,29
G2601630515700,2013-2017,,,Michigan,26,Wayne County,163,,,515700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5157, Wayne County, Michigan",2617,643,1974,750,86,0,112,0,50,0,502,1974,71,271,134,323,278,249,71,80,449,48,"Census Tract 5157, Wayne County, Michigan",262,218,276,235,87,10,105,10,73,10,184,276,50,156,104,180,142,146,70,74,169,76
G2601630515900,2013-2017,,,Michigan,26,Wayne County,163,,,515900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5159, Wayne County, Michigan",471,263,208,393,0,0,0,0,0,0,393,208,22,12,7,13,0,10,0,13,86,45,"Census Tract 5159, Wayne County, Michigan",65,50,75,67,10,10,10,10,10,10,67,75,18,17,11,16,10,17,10,21,52,34
G2601630516000,2013-2017,,,Michigan,26,Wayne County,163,,,516000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5160, Wayne County, Michigan",817,574,243,507,0,0,0,38,0,0,469,243,0,0,21,0,0,3,21,0,118,80,"Census Tract 5160, Wayne County, Michigan",108,127,93,113,10,10,10,42,10,10,111,93,10,10,26,10,10,10,34,10,74,64
G2601630516100,2013-2017,,,Michigan,26,Wayne County,163,,,516100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5161, Wayne County, Michigan",227,119,108,215,12,0,0,0,0,0,203,108,5,0,0,21,11,0,5,2,46,18,"Census Tract 5161, Wayne County, Michigan",43,29,43,56,20,10,10,10,10,10,56,43,7,10,10,18,14,10,7,5,33,23
G2601630516200,2013-2017,,,Michigan,26,Wayne County,163,,,516200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5162, Wayne County, Michigan",266,99,167,177,0,0,7,0,0,0,170,167,0,0,7,0,31,4,9,5,92,19,"Census Tract 5162, Wayne County, Michigan",44,29,52,41,10,10,11,10,10,10,43,52,10,10,9,10,31,6,12,9,44,19
G2601630516300,2013-2017,,,Michigan,26,Wayne County,163,,,516300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5163, Wayne County, Michigan",185,76,109,209,0,0,0,0,8,0,201,109,0,7,0,0,6,3,0,17,65,11,"Census Tract 5163, Wayne County, Michigan",46,24,47,51,10,10,10,10,13,10,50,47,10,12,10,10,8,14,10,23,38,14
G2601630516400,2013-2017,,,Michigan,26,Wayne County,163,,,516400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5164, Wayne County, Michigan",403,183,220,305,29,0,13,0,0,0,263,220,0,2,25,58,10,30,14,4,15,62,"Census Tract 5164, Wayne County, Michigan",68,56,77,73,29,10,21,10,10,10,65,77,10,7,20,46,19,32,14,9,25,52
G2601630516500,2013-2017,,,Michigan,26,Wayne County,163,,,516500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5165, Wayne County, Michigan",1064,179,885,168,89,0,0,0,5,0,74,885,14,40,131,166,72,109,55,63,192,43,"Census Tract 5165, Wayne County, Michigan",78,48,85,55,44,10,10,10,7,10,40,85,19,25,48,63,35,51,30,41,67,32
G2601630516600,2013-2017,,,Michigan,26,Wayne County,163,,,516600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5166, Wayne County, Michigan",1087,155,932,101,39,0,0,0,0,0,62,932,42,52,17,25,97,104,25,91,340,139,"Census Tract 5166, Wayne County, Michigan",79,70,92,68,44,10,10,10,10,10,55,92,41,45,14,28,64,79,24,67,100,80
G2601630516700,2013-2017,,,Michigan,26,Wayne County,163,,,516700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5167, Wayne County, Michigan",1810,260,1550,21,0,0,0,0,0,0,21,1550,35,70,92,144,266,236,118,90,389,110,"Census Tract 5167, Wayne County, Michigan",38,91,100,34,10,10,10,10,10,10,34,100,34,50,69,85,104,118,68,55,123,75
G2601630516800,2013-2017,,,Michigan,26,Wayne County,163,,,516800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5168, Wayne County, Michigan",280,142,138,272,12,0,0,0,0,0,260,138,20,0,0,32,0,11,0,13,43,19,"Census Tract 5168, Wayne County, Michigan",51,38,44,51,19,10,10,10,10,10,53,44,25,10,10,27,10,16,10,16,26,25
G2601630516900,2013-2017,,,Michigan,26,Wayne County,163,,,516900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5169, Wayne County, Michigan",1523,394,1129,193,140,0,0,0,8,0,45,1129,38,65,9,164,162,99,53,178,321,40,"Census Tract 5169, Wayne County, Michigan",116,89,124,106,94,10,10,10,13,10,49,124,46,46,14,85,88,60,46,93,82,36
G2601630517000,2013-2017,,,Michigan,26,Wayne County,163,,,517000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5170, Wayne County, Michigan",2346,509,1837,232,127,61,0,0,44,0,0,1837,39,185,396,198,193,121,49,141,462,53,"Census Tract 5170, Wayne County, Michigan",116,82,137,95,68,52,10,10,38,10,10,137,51,86,122,91,87,64,37,71,120,53
G2601630517100,2013-2017,,,Michigan,26,Wayne County,163,,,517100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5171, Wayne County, Michigan",818,257,561,110,23,15,42,0,0,0,30,561,0,23,91,96,36,50,76,77,112,0,"Census Tract 5171, Wayne County, Michigan",71,55,70,47,20,24,35,10,10,10,33,70,10,17,48,34,32,27,44,38,42,10
G2601630517200,2013-2017,,,Michigan,26,Wayne County,163,,,517200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5172, Wayne County, Michigan",823,7,816,83,43,19,0,0,21,0,0,816,64,109,147,91,71,74,23,60,177,0,"Census Tract 5172, Wayne County, Michigan",65,12,67,53,41,24,10,10,18,10,10,67,49,50,64,37,38,45,23,43,61,10
G2601630517300,2013-2017,,,Michigan,26,Wayne County,163,,,517300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5173, Wayne County, Michigan",1164,272,892,192,23,0,0,10,57,0,102,892,71,46,46,111,131,48,25,81,215,118,"Census Tract 5173, Wayne County, Michigan",77,79,93,60,26,10,10,16,38,10,44,93,54,34,40,58,52,30,23,42,71,61
G2601630517500,2013-2017,,,Michigan,26,Wayne County,163,,,517500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5175, Wayne County, Michigan",1693,32,1661,161,67,7,18,0,0,0,69,1661,100,81,52,211,240,213,113,127,432,92,"Census Tract 5175, Wayne County, Michigan",101,27,103,79,51,11,28,10,10,10,55,103,63,46,40,89,86,69,65,84,102,58
G2601630518000,2013-2017,,,Michigan,26,Wayne County,163,,,518000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5180, Wayne County, Michigan",1313,166,1147,183,17,0,35,18,0,0,113,1147,87,124,41,45,170,77,42,40,469,52,"Census Tract 5180, Wayne County, Michigan",107,75,107,74,28,10,38,30,10,10,74,107,66,90,35,44,88,58,39,38,129,54
G2601630518400,2013-2017,,,Michigan,26,Wayne County,163,,,518400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5184, Wayne County, Michigan",156,57,99,155,0,0,0,0,0,0,155,99,4,0,0,4,0,11,11,10,15,44,"Census Tract 5184, Wayne County, Michigan",46,29,42,44,10,10,10,10,10,10,44,42,6,10,10,5,10,17,19,16,16,32
G2601630518500,2013-2017,,,Michigan,26,Wayne County,163,,,518500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5185, Wayne County, Michigan",361,190,171,320,9,0,20,0,0,0,291,171,0,21,0,18,0,28,10,0,46,48,"Census Tract 5185, Wayne County, Michigan",52,48,55,49,12,10,23,10,10,10,52,55,10,19,10,23,10,26,13,10,32,31
G2601630518600,2013-2017,,,Michigan,26,Wayne County,163,,,518600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5186, Wayne County, Michigan",221,78,143,183,0,0,0,11,0,0,172,143,4,24,7,0,3,13,12,0,39,41,"Census Tract 5186, Wayne County, Michigan",48,21,49,43,10,10,10,17,10,10,44,49,6,28,11,10,6,20,19,10,22,27
G2601630518800,2013-2017,,,Michigan,26,Wayne County,163,,,518800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5188, Wayne County, Michigan",288,147,141,224,0,0,7,0,0,0,217,141,0,0,19,0,9,8,7,3,86,9,"Census Tract 5188, Wayne County, Michigan",46,39,50,45,10,10,11,10,10,10,44,50,10,10,22,10,13,9,15,9,46,14
G2601630518900,2013-2017,,,Michigan,26,Wayne County,163,,,518900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5189, Wayne County, Michigan",827,12,815,125,49,0,12,12,0,0,52,815,63,5,17,103,95,63,76,68,250,75,"Census Tract 5189, Wayne County, Michigan",65,15,63,52,39,10,20,18,10,10,42,63,45,8,17,56,42,43,41,34,80,49
G2601630520200,2013-2017,,,Michigan,26,Wayne County,163,,,520200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5202, Wayne County, Michigan",1025,48,977,129,84,0,0,6,17,0,22,977,0,70,22,136,108,126,43,40,316,116,"Census Tract 5202, Wayne County, Michigan",68,43,74,61,53,10,10,10,28,10,24,74,10,26,17,60,63,54,27,29,73,52
G2601630520300,2013-2017,,,Michigan,26,Wayne County,163,,,520300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5203, Wayne County, Michigan",1096,168,928,242,21,0,0,20,9,0,192,928,10,63,119,152,74,57,23,21,288,121,"Census Tract 5203, Wayne County, Michigan",122,72,116,97,35,10,10,34,14,10,91,116,15,52,73,80,50,50,24,23,98,63
G2601630520400,2013-2017,,,Michigan,26,Wayne County,163,,,520400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5204, Wayne County, Michigan",1050,62,988,307,71,20,18,0,0,0,198,988,0,29,153,82,94,67,34,37,408,84,"Census Tract 5204, Wayne County, Michigan",111,31,106,92,57,33,28,10,10,10,88,106,10,34,63,47,65,45,25,42,100,57
G2601630520700,2013-2017,,,Michigan,26,Wayne County,163,,,520700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5207, Wayne County, Michigan",1831,55,1776,635,252,22,0,44,6,0,311,1776,41,137,133,161,331,193,83,237,347,113,"Census Tract 5207, Wayne County, Michigan",160,46,155,121,100,35,10,49,10,10,108,155,39,76,57,71,111,96,68,97,128,62
G2601630520800,2013-2017,,,Michigan,26,Wayne County,163,,,520800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5208, Wayne County, Michigan",1178,344,834,187,69,0,0,26,55,0,37,834,53,24,89,181,116,67,81,9,188,26,"Census Tract 5208, Wayne County, Michigan",137,98,132,79,53,10,10,41,40,10,40,132,33,25,66,88,61,40,40,14,75,43
G2601630521100,2013-2017,,,Michigan,26,Wayne County,163,,,521100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5211, Wayne County, Michigan",827,333,494,208,27,25,0,0,0,0,156,494,23,12,43,47,56,36,18,49,130,80,"Census Tract 5211, Wayne County, Michigan",77,80,93,61,30,21,10,10,10,10,55,93,30,13,36,37,41,33,29,38,67,65
G2601630521300,2013-2017,,,Michigan,26,Wayne County,163,,,521300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5213, Wayne County, Michigan",286,251,35,110,0,0,0,0,10,0,100,35,0,0,0,9,0,0,4,9,4,9,"Census Tract 5213, Wayne County, Michigan",38,36,25,34,10,10,10,10,12,10,33,25,10,10,10,15,10,10,6,14,7,15
G2601630521400,2013-2017,,,Michigan,26,Wayne County,163,,,521400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5214, Wayne County, Michigan",595,254,341,168,14,0,0,0,13,0,141,341,15,36,48,36,25,6,0,40,111,24,"Census Tract 5214, Wayne County, Michigan",67,53,67,58,22,10,10,10,22,10,53,67,16,33,31,25,30,9,10,29,54,22
G2601630521500,2013-2017,,,Michigan,26,Wayne County,163,,,521500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5215, Wayne County, Michigan",755,206,549,200,17,21,0,0,0,0,162,549,44,57,37,109,69,65,17,52,74,25,"Census Tract 5215, Wayne County, Michigan",95,71,99,76,27,25,10,10,10,10,73,99,38,50,28,61,43,59,18,37,36,25
G2601630521800,2013-2017,,,Michigan,26,Wayne County,163,,,521800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5218, Wayne County, Michigan",917,65,852,25,25,0,0,0,0,0,0,852,30,27,33,35,173,153,62,56,224,59,"Census Tract 5218, Wayne County, Michigan",48,35,56,28,28,10,10,10,10,10,10,56,28,24,32,33,79,77,48,33,89,32
G2601630521900,2013-2017,,,Michigan,26,Wayne County,163,,,521900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5219, Wayne County, Michigan",1412,483,929,280,20,0,0,19,18,0,223,929,11,133,80,20,10,125,47,73,383,47,"Census Tract 5219, Wayne County, Michigan",115,118,137,91,31,10,10,30,19,10,82,137,17,87,46,26,15,72,48,54,123,32
G2601630522000,2013-2017,,,Michigan,26,Wayne County,163,,,522000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5220, Wayne County, Michigan",878,122,756,176,18,0,0,9,0,0,149,756,6,33,44,47,57,80,93,100,250,46,"Census Tract 5220, Wayne County, Michigan",60,54,78,45,21,10,10,15,10,10,45,78,9,29,37,36,35,45,52,50,70,32
G2601630522100,2013-2017,,,Michigan,26,Wayne County,163,,,522100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5221, Wayne County, Michigan",278,166,112,189,0,0,0,11,0,0,178,112,0,48,0,0,33,0,0,18,5,8,"Census Tract 5221, Wayne County, Michigan",84,55,51,65,10,10,10,19,10,10,64,51,10,61,10,10,19,10,10,20,7,9
G2601630522200,2013-2017,,,Michigan,26,Wayne County,163,,,522200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5222, Wayne County, Michigan",170,101,69,302,10,0,0,0,0,0,292,69,4,0,0,0,0,9,31,0,25,0,"Census Tract 5222, Wayne County, Michigan",32,30,26,42,15,10,10,10,10,10,44,26,6,10,10,10,10,10,25,10,24,10
G2601630522300,2013-2017,,,Michigan,26,Wayne County,163,,,522300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5223, Wayne County, Michigan",658,187,471,534,24,0,12,0,0,0,498,471,40,34,42,0,137,24,24,18,68,84,"Census Tract 5223, Wayne County, Michigan",90,52,95,91,27,10,18,10,10,10,88,95,38,38,34,10,72,28,19,29,33,52
G2601630522400,2013-2017,,,Michigan,26,Wayne County,163,,,522400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5224, Wayne County, Michigan",482,66,416,183,12,12,0,0,17,0,142,416,0,12,82,23,28,13,85,9,145,19,"Census Tract 5224, Wayne County, Michigan",63,37,71,50,18,19,10,10,27,10,46,71,10,14,51,25,27,21,57,14,64,19
G2601630522500,2013-2017,,,Michigan,26,Wayne County,163,,,522500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5225, Wayne County, Michigan",862,52,810,804,124,11,12,0,0,0,657,810,39,31,24,45,169,98,120,92,143,49,"Census Tract 5225, Wayne County, Michigan",104,32,119,111,55,18,18,10,10,10,105,119,31,30,26,35,64,51,88,64,56,41
G2601630523100,2013-2017,,,Michigan,26,Wayne County,163,,,523100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5231, Wayne County, Michigan",557,241,316,179,18,8,0,0,0,0,153,316,9,17,19,92,16,21,21,23,66,32,"Census Tract 5231, Wayne County, Michigan",62,65,71,45,19,14,10,10,10,10,42,71,14,18,22,49,20,26,22,13,28,29
G2601630523200,2013-2017,,,Michigan,26,Wayne County,163,,,523200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5232, Wayne County, Michigan",1186,662,524,272,23,0,0,20,0,0,229,524,0,0,45,90,56,43,0,60,195,35,"Census Tract 5232, Wayne County, Michigan",117,135,118,89,26,10,10,24,10,10,87,118,10,10,44,65,48,48,10,45,91,33
G2601630523300,2013-2017,,,Michigan,26,Wayne County,163,,,523300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5233, Wayne County, Michigan",969,503,466,312,56,31,0,15,0,0,210,466,29,7,27,13,33,22,59,79,114,83,"Census Tract 5233, Wayne County, Michigan",118,110,122,101,52,36,10,25,10,10,107,122,39,11,29,20,46,32,51,67,61,64
G2601630523400,2013-2017,,,Michigan,26,Wayne County,163,,,523400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5234, Wayne County, Michigan",986,325,661,268,16,15,0,0,0,0,237,661,15,41,53,26,85,57,17,57,245,65,"Census Tract 5234, Wayne County, Michigan",109,69,98,84,25,25,10,10,10,10,79,98,25,35,31,31,47,49,27,48,80,53
G2601630523800,2013-2017,,,Michigan,26,Wayne County,163,,,523800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5238, Wayne County, Michigan",1355,575,780,290,61,0,0,30,0,0,199,780,24,139,71,84,22,0,92,73,208,67,"Census Tract 5238, Wayne County, Michigan",124,138,164,87,48,10,10,33,10,10,68,164,37,82,57,68,36,10,64,75,92,57
G2601630524000,2013-2017,,,Michigan,26,Wayne County,163,,,524000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5240, Wayne County, Michigan",1004,450,554,215,10,0,0,0,0,0,205,554,34,52,0,74,57,0,84,44,123,86,"Census Tract 5240, Wayne County, Michigan",90,81,104,66,17,10,10,10,10,10,65,104,38,43,10,51,32,10,54,30,60,57
G2601630524100,2013-2017,,,Michigan,26,Wayne County,163,,,524100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5241, Wayne County, Michigan",1334,493,841,402,114,0,0,0,0,0,288,841,15,21,37,118,121,29,55,89,261,95,"Census Tract 5241, Wayne County, Michigan",142,127,135,108,65,10,10,10,10,10,99,135,24,34,39,76,61,30,50,69,88,63
G2601630524200,2013-2017,,,Michigan,26,Wayne County,163,,,524200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5242, Wayne County, Michigan",1585,896,689,396,149,0,0,0,24,0,223,689,36,11,35,21,70,29,32,69,259,127,"Census Tract 5242, Wayne County, Michigan",136,168,157,106,83,14,14,14,39,14,77,157,40,18,56,35,69,33,51,60,116,75
G2601630524300,2013-2017,,,Michigan,26,Wayne County,163,,,524300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5243, Wayne County, Michigan",897,436,461,187,60,17,0,0,0,0,110,461,27,18,48,20,51,19,93,57,121,7,"Census Tract 5243, Wayne County, Michigan",99,84,109,67,41,18,10,10,10,10,62,109,41,28,41,33,45,21,68,57,72,10
G2601630524500,2013-2017,,,Michigan,26,Wayne County,163,,,524500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5245, Wayne County, Michigan",45,23,22,22,4,0,0,0,0,0,18,22,0,0,0,0,0,7,0,4,11,0,"Census Tract 5245, Wayne County, Michigan",15,18,16,21,5,10,10,10,10,10,21,16,10,10,10,10,10,11,10,7,11,10
G2601630524700,2013-2017,,,Michigan,26,Wayne County,163,,,524700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5247, Wayne County, Michigan",1659,973,686,484,0,29,30,29,0,0,396,686,10,66,0,102,72,79,31,64,206,56,"Census Tract 5247, Wayne County, Michigan",174,179,169,140,10,45,38,47,10,10,142,169,17,74,10,81,68,77,35,78,118,56
G2601630524800,2013-2017,,,Michigan,26,Wayne County,163,,,524800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5248, Wayne County, Michigan",1106,671,435,258,8,0,22,70,0,0,158,435,0,0,44,0,27,0,18,0,246,100,"Census Tract 5248, Wayne County, Michigan",100,112,129,90,12,10,35,57,10,10,92,129,10,10,50,10,36,10,27,10,134,75
G2601630524900,2013-2017,,,Michigan,26,Wayne County,163,,,524900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5249, Wayne County, Michigan",467,359,108,177,0,0,0,6,0,0,171,108,0,24,5,7,15,11,8,0,32,6,"Census Tract 5249, Wayne County, Michigan",75,80,48,59,10,10,10,10,10,10,59,48,10,23,8,12,12,19,11,10,30,9
